Perovskite_composition_long_form,Perovskite_deposition_solvents,Perovskite_deposition_solvents_mixing_ratios,Perovskite_deposition_thermal_annealing_temperature,Perovskite_deposition_thermal_annealing_time,Encapsulation,TS80,TS80m,lnTS80m
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,90.0 >> 70.0; 100.0,10.0 >> 20.0; 60.0,FALSE,711.616,303.6696153,5.715940319
(CH3NH3)PbI3,DMF; DMSO >> IPA,4; 1 >> 1,Unknown >> 90.0,Unknown >> 15.0,FALSE,6646.02,1134.42887,7.033884605
((NH2)2CH)PbBr0.3I2.7,DMSO >> IPA,1 >> 1,Unknown >> 150.0,Unknown >> 20.0,FALSE,957.42,163.4248601,5.096353313
((NH2)2CH)PbBr0.3I2.7,DMSO >> IPA,1 >> 1,Unknown >> 150.0,Unknown >> 20.0,FALSE,686.516,117.1834527,4.763740678
(CH3NH3)PbI3,DMF; DMSO,4; 1,130,15,FALSE,635.371,216.9067217,5.379467407
((NH2)2CH)SnI3,DMF; DMSO,4; 1,90,15,FALSE,0.926645,0.158171784,-1.844073596
((NH2)2CH)SnI3,DMF; DMSO,4; 1,90,15,FALSE,2.72577,0.465269768,-0.765137896
((NH2)2CH)0.83(CH3NH3)0.17PbBr0.3I2.7,DMF >> IPA,1 >> 1,Unknown >> 150.0,Unknown >> 30.0,FALSE,24.2632,20.7569579,3.032881511
((NH2)2CH)0.83(CH3NH3)0.17PbBr0.3I2.7,DMF >> IPA,1 >> 1,Unknown >> 150.0,Unknown >> 30.0,FALSE,300,256.6474072,5.547703186
((NH2)2CH)0.83(CH3NH3)0.17PbBr0.3I2.7,DMF >> IPA,1 >> 1,Unknown >> 150.0,Unknown >> 30.0,FALSE,922.453,789.150569,6.670957138
(CH3NH3)PbI3,DMF; DMSO,10; 1.125,70; 100,10.0; 10.0,FALSE,73.0588,12.47062331,2.523375743
(CH3NH3)PbI3,DMF; DMSO,10; 1.125,70; 100,10.0; 10.0,FALSE,300,51.20788998,3.935893621
(CH3NH3)PbI3,DMF; DMSO,8; 1,100,3,FALSE,2117.9,41150.96529,10.62500266
Cs0.07((NH2)2CH)0.7(CH3NH3)0.23PbBr0.69I2.31,DMF; DMSO >> IPA,7; 1 >> 1,Unknown >> 110.0,Unknown >> 25.0,FALSE,2117.9,542.2659509,6.295756565
Cs0.07((NH2)2CH)0.7(CH3NH3)0.23PbBr0.69I2.31,DMF; DMSO >> IPA,7; 1 >> 1,Unknown >> 110.0,Unknown >> 25.0,TRUE,801.164,478.6357096,6.170939785
(CH3NH3)PbI3,none,1,175,30,FALSE,460.741,223.4569,5.409218554
((NH2)2CH)0.83(CH3NH3)0.17PbBr0.51I2.49,DMF; DMSO,4; 1,100,90,FALSE,4377.21,2054.687141,7.627878872
((NH2)2CH)0.83(CH3NH3)0.17PbBr0.51I2.49,DMF; DMSO,4; 1,100,90,FALSE,3252.31,1526.652716,7.33083285
((NH2)2CH)0.83(CH3NH3)0.17PbBr0.51I2.49,DMF; DMSO,4; 1,100,90,FALSE,4707.89,2209.910204,7.700707162
((NH2)2CH)0.83(CH3NH3)0.17PbBr0.51I2.49,DMF; DMSO,4; 1,100,90,FALSE,733.116,344.1287985,5.841016001
(CH3NH3)PbI3,DMF,1,100,15,FALSE,115.894,39.56458134,3.677934307
(CH3NH3)PbI3,DMF; DMSO; HCl >> IPA,9; 1; 0.25 >> 1,Unknown >> 150,Unknown >> 20.0,FALSE,256.129,185.8075301,5.224711353
(CH3NH3)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 150,Unknown >> 20.0,FALSE,99.4187,72.12280956,4.278370354
(CH3NH3)PbI3,DMF; DMSO; HCl >> IPA,9; 1; 0.25 >> 1,Unknown >> 150,Unknown >> 20.0,FALSE,50.8297,732.2108312,6.596068493
(CH3NH3)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 150,Unknown >> 20.0,FALSE,30.0298,432.5845877,6.069777886
(CH3NH3)PbI3,DMF; DMSO,7; 3,120,10,FALSE,97.4117,37.41185712,3.621987689
(CH3NH3)PbI3,DMF; DMSO,7; 3,120,10,FALSE,847.162,325.3603387,5.784933302
Ca0.05((NH2)2CH)0.8075(CH3NH3)0.1425PbBr0.45I2.55,DMF; DMSO,4; 1,100,50,FALSE,2541.49,433.8144677,6.072616949
(CH3NH3)PbI3,DMF; DMSO,4; 1,Unknown,Unknown,FALSE,40.2545,34.43737684,3.539142511
(CH3NH3)PbI3,DMF; DMSO,4; 1,Unknown,Unknown,FALSE,295.901,253.1407481,5.533945651
(CH3NH3)PbI3,DMF; DMSO,4; 1,Unknown,Unknown,FALSE,274.606,234.9230596,5.459258055
(CH3NH3)PbI3,DMF; DMSO,4; 1,Unknown,Unknown,FALSE,295.901,253.1407481,5.533945651
(CH3NH3)PbI3,DMF; DMSO,4; 1,Unknown,Unknown,FALSE,72.4273,61.96092918,4.126504012
(CH3NH3)PbI3,DMF; DMSO,4; 1,Unknown,Unknown,FALSE,19.382,24.87170023,3.21373062
(CH3NH3)PbI3,DMF; DMSO,4; 1,Unknown,Unknown,FALSE,473.21,607.2405977,6.408925084
(CH3NH3)PbI3,DMF; DMSO,4; 1,Unknown,Unknown,FALSE,100,128.3237036,4.854556006
(CH3NH3)PbI3,DMF,1,95,80,FALSE,3.76047,1.477111053,0.390088189
((NH2)2CH)0.75(CH3NH3)0.25PbBr0.24I2.76,DMF; DMSO,4; 1,150; 100,10.0; 30.0,FALSE,1535.8,393.2253871,5.974382952
((NH2)2CH)0.75(CH3NH3)0.25PbBr0.24I2.76,DMF; DMSO,4; 1,150; 100,10.0; 30.0,FALSE,1535.8,393.2253871,5.974382952
((NH2)2CH)0.75(CH3NH3)0.25PbBr0.24I2.76,DMF; DMSO,4; 1,150; 100,10.0; 30.0,FALSE,386.314,98.91162404,4.594226765
Cs0.1((NH2)2CH)0.9PbBr0.1I2.9,none,1,Unknown >> Unknown >> 100,Unknown >> Unknown >> 20.0,TRUE,500,427.7456786,6.05852881
(CH3NH3)PbI3,none >> 2-methoxyethanol; Ethanol,1 >> 24; 1000,Unknown >> 150,Unknown >> 10.0,TRUE,5082.97,867.6272284,6.765762162
(CH3NH3)PbI3,none >> 2-methoxyethanol; Ethanol,1 >> 24; 1000,Unknown >> 150,Unknown >> 10.0,TRUE,116.894,19.95298364,2.993378688
(CH3NH3)PbI3,none >> 2-methoxyethanol; Ethanol,1 >> 24; 1000,Unknown >> 150,Unknown >> 10.0,TRUE,5082.97,867.6272284,6.765762162
(CH3NH3)PbI3,none >> 2-methoxyethanol; Ethanol,1 >> 24; 1000,Unknown >> 150,Unknown >> 10.0,TRUE,1524.89,260.2879978,5.561788702
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,40,FALSE,6.25622,1.334865939,0.288830867
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70 >> 70,30.0 >> 20.0,FALSE,1482.53,506.1148875,6.226763694
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70 >> 70,30.0 >> 20.0,FALSE,542.962,185.3595891,5.222297663
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70 >> 70,30.0 >> 20.0,FALSE,305.78,104.3889906,4.648124216
(CH3NH3)Pb0.6Sn0.4I3,DMF; DMSO,4; 1,100,10,FALSE,2117.9,994.1542433,6.901892369
((NH2)2CH)0.85(CH3NH3)0.15Pb0.6Sn0.4Br0.45I2.55,DMF; DMSO,4; 1,100,10,FALSE,211.79,3816.361199,8.247052682
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,10,FALSE,62.0643,910.1699579,6.813631349
(CH3NH3)PbI3,Unknown,,Unknown,Unknown,FALSE,4765.29,1735.979498,7.459327085
(CH3NH3)PbI3,Unknown,,Unknown,Unknown,FALSE,170.47,340.8286897,5.831379975
(CH3NH3)PbI3,Unknown,,Unknown,Unknown,FALSE,13921.1,27833.11006,10.2339816
(CH3NH3)PbI3,DMF >> none,1 >> 1,70 >> Unknown,10.0 >> Unknown,FALSE,52.3133,22.32378092,3.105652519
(CH3NH3)PbI3,DMF >> none,1 >> 1,70 >> Unknown,10.0 >> Unknown,FALSE,252.09,107.5749749,4.678188045
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 70,Unknown >> 30.0,TRUE,193.915,830.5010722,6.72202922
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,100 >> 70,15.0 >> Unknown,FALSE,988.582,294.1483934,5.684084379
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,100 >> 70,15.0 >> Unknown,FALSE,201.205,59.86769685,4.092137075
(CH3NH3)PbI3,DMSO,1,100,90,FALSE,324.548,83.09709138,4.4200097
(CH3NH3)PbI3,DMF,1,100,5,FALSE,367.649,125.5101969,4.832387006
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70 >> 70,30.0 >> 30.0,FALSE,2428.76,829.1444991,6.720394445
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,17.4204,2.973539755,1.08975308
(CH3NH3)PbI3,DMF,1,100,10,FALSE,402.545,68.71160024,4.229918038
(CH3NH3)PbI3,DMF,1,100,10,FALSE,47.6288,20.32475292,3.011839499
(CH3NH3)PbI3,DMF,1,100,10,FALSE,1551.32,264.7994129,5.578972607
(CH3NH3)PbI3,DMF,1,100,10,FALSE,47.6288,20.32475292,3.011839499
(CH3NH3)PbI3,DMF,1,100,10,FALSE,47.6288,20.32475292,3.011839499
(CH3NH3)PbI3,Unknown,,100,80,FALSE,5.40817,1.970178571,0.678124184
(CH3NH3)PbI3,Unknown,,100,80,FALSE,1.5909,0.579559646,-0.545486696
(CH3NH3)PbI3,Unknown,,100,80,FALSE,48.3713,96.7110154,4.571727309
(CH3NH3)PbI3,Unknown,,100,80,FALSE,141.3,1415.89271,7.255515501
(CH3NH3)PbI3,Unknown,,100,80,FALSE,17.2326,172.6787877,5.15143315
(CH3NH3)PbI3,DMF; GBL,6; 4,100,10,FALSE,96.4889,45.29243561,3.813140034
(CH3NH3)PbI3,DMF; GBL,6; 4,100,10,FALSE,592.085,277.9280491,5.627362264
(CH3NH3)PbI3,DMF; GBL,6; 4,100,10,TRUE,94.5976,140.7994516,4.947336549
(CH3NH3)PbI3,DMF; GBL,6; 4,100,10,TRUE,375.566,558.993958,6.326138664
(CH3NH3)PbI3,DMF; GBL,6; 4,100,10,TRUE,633.426,5470.007784,8.607035318
(CH3NH3)PbI3,DMF; DMSO,1000; 95,65; 100,1.0; 2.0,FALSE,396.734,135.4394068,4.908524358
(CH3NH3)PbI3,DMF; DMSO,1000; 95,65; 100,1.0; 2.0,FALSE,526.476,179.7315006,5.191464074
(CH3NH3)PbI3,DMF; DMSO,7; 3,100,10,FALSE,1500,214.6383937,5.368954723
(CH3NH3)PbI3,DMF; DMSO,7; 3,100,10,FALSE,957.54,137.016565,4.920101831
(CH3NH3)PbI3,DMF; DMSO,7; 3,100,10,FALSE,1686.64,241.3451336,5.486227999
(CH3NH3)PbI3,DMF; DMSO,1000; 95,100,3,FALSE,3389.23,1012.406016,6.92008497
(CH3NH3)PbI3,DMF; DMSO,9; 1,65; 100,1.0; 2.0,FALSE,36.4396,13.99496271,2.638697458
(CH3NH3)PbI3,DMF; DMSO,9; 1,65; 100,1.0; 2.0,FALSE,150.149,57.66610104,4.054669497
(CH3NH3)PbI3,DMF,1,100,20,FALSE,117.847,41.84035907,3.733861402
(CH3NH3)PbI3,DMF,1,100,20,FALSE,880.614,312.6528971,5.74509362
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,30,FALSE,87.6705,26.18829102,3.265312403
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,30,FALSE,762.446,227.7522968,5.428258621
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 100,Unknown >> 10.0,FALSE,1044.08,178.2171126,5.18300254
(CH3NH3)PbI3,DMF; DMSO,8.94; 1,65; 100,1.0; 2.0,FALSE,7952.57,910.3609871,6.81384121
(CH3NH3)PbI3,DMF; DMSO,8.94; 1,65; 100,1.0; 2.0,FALSE,7952.57,910.3609871,6.81384121
(CH3NH3)PbI3,DMF; DMSO,8.94; 1,65; 100,1.0; 2.0,FALSE,90.293,10.33618373,2.335650722
(CH3NH3)PbI3,DMF; DMSO,8.94; 1,65; 100,1.0; 2.0,FALSE,234.486,26.84250581,3.289986669
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,157.259,53.68601047,3.983152455
(CH3NH3)PbI3,DMSO; GBL,9; 7,100,10,FALSE,646.633,220.7514101,5.397037227
(CH3NH3)PbI3,DMF; DMSO,9; 1,65; 100,1.0; 5.0,FALSE,6.04467,52.19929708,3.955069029
(CH3NH3)PbI3,DMF; DMSO,9; 1,65; 100,1.0; 5.0,TRUE,5.44775,199.9392957,5.298013799
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,1615.53,275.7596083,5.619529502
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,1092.8,186.5332739,5.228609635
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,1040.94,177.6811366,5.179990577
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,1615.53,275.7596083,5.619529502
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 70.0,30.0 >> 30.0,FALSE,862.254,367.951733,5.907951769
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 70.0,30.0 >> 30.0,FALSE,168,71.69104597,4.272365858
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 70.0,30.0 >> 30.0,FALSE,0.360044,0.30801453,-1.177608321
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 70.0,30.0 >> 30.0,FALSE,0.217572,0.186130966,-1.681304737
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,8.25983,2.819789772,1.036662333
(CH3NH3)PbI3,DMSO,1,100,40,TRUE,5,4.277456786,1.453358624
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.47I2.53,DMF; DMSO,4; 1,100,60,FALSE,3516.47,600.2366962,6.397324071
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.47I2.53,DMF; DMSO,4; 1,100,60,FALSE,5301.71,904.9646079,6.807895836
Cs0.17((NH2)2CH)0.83PbBr0.51I2.49,DMF; DMSO,,52; 105,1.0; 30.0,TRUE,1000,8635.590872,9.063647416
Cs0.17((NH2)2CH)0.83PbBr0.51I2.49,DMF; DMSO,,52; 105,1.0; 30.0,TRUE,7325.98,63264.16602,11.05507435
Cs0.17((NH2)2CH)0.83PbBr0.51I2.49,DMF; DMSO,,52; 105,1.0; 30.0,TRUE,7325.98,79080.20752,11.2782179
(CH3NH3)PbI3,DMSO,1,100,10,FALSE,109.308,27.98716019,3.33174584
(CH3NH3)PbI3,DMSO,1,100,10,FALSE,278.372,71.27421374,4.266534603
((NH2)2CH)SnI3,Water >> none,1 >> 1,100.0 >> 100.0,20.0 >> 120.0,FALSE,35.7618,6.104287733,1.808991431
((NH2)2CH)SnI3,Water >> none,1 >> 1,100.0 >> 100.0,20.0 >> 120.0,FALSE,35.1257,5.995709937,1.791044203
((NH2)2CH)SnI3,Water >> none,1 >> 1,100.0 >> 100.0,20.0 >> 120.0,FALSE,3.37646,0.864506961,-0.145595922
((NH2)2CH)SnI3,Water >> none,1 >> 1,100.0 >> 100.0,20.0 >> 120.0,FALSE,3.24521,0.830901783,-0.185243682
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 80.0,Unknown >> 20.0,FALSE,486.022,124.4408055,4.823830145
(CH3NH3)PbI3,DMF,1,25,Unknown,FALSE,567.851,266.5524724,5.585571119
(CH3NH3)PbI3,GBL; NMP,1; 5,150,25,FALSE,1549.72,396.7894563,5.983405803
(CH3NH3)PbI3,GBL; NMP,1; 5,150,25,FALSE,1549.72,396.7894563,5.983405803
(CH3NH3)PbI3,GBL; NMP,1; 5,150,25,FALSE,1549.72,396.7894563,5.983405803
(CH3NH3)PbI3,GBL; NMP,1; 5,150,25,FALSE,452.643,115.8944647,4.75267999
(CH3NH3)PbI3,GBL; NMP,1; 5,150,25,FALSE,452.643,115.8944647,4.75267999
(CH3NH3)PbI3,GBL; NMP,1; 5,150,25,FALSE,452.643,115.8944647,4.75267999
(CH3NH3)PbI3,GBL; NMP,1; 5,150,25,FALSE,1067.42,273.3016296,5.610576056
(CH3NH3)PbI3,GBL; NMP,1; 5,150,25,FALSE,1067.42,273.3016296,5.610576056
(CH3NH3)PbI3,GBL; NMP,1; 5,150,25,FALSE,1067.42,273.3016296,5.610576056
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,123.62,26.37633066,3.272467042
(CH3NH3)PbI3,DMF; DMSO,4; 6,100,10,FALSE,1524.89,260.2879978,5.561788702
(CH3NH3)PbI3,DMF; DMSO,4; 6,100,10,TRUE,988.582,253.1159914,5.533847848
(CH3NH3)PbI3,DMF,1,100,60,FALSE,4.5,2.304355049,0.834800832
(CH3NH3)PbI3,DMF,1,100,60,FALSE,7,3.584552298,1.276633584
(CH3NH3)PbI3,DMF,1,100,60,FALSE,7.5,3.840591748,1.345626456
(CH3NH3)PbI3,DMF,1,100,60,FALSE,9,4.608710098,1.527948013
(CH3NH3)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 100.0,Unknown >> 30.0,TRUE,1159.96,494.9925338,6.204542679
(CH3NH3)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 100.0,Unknown >> 30.0,TRUE,321.928,137.3771134,4.922729797
(CH3NH3)PbBr3,DMSO; GBL,1; 1,100,60,FALSE,65.1751,9223.420421,9.129501226
(CH3NH3)PbBr3,DMSO; GBL,1; 1,100,60,FALSE,309.448,43792.32257,10.6872138
(CH3NH3)PbBr3,DMSO; GBL,1; 1,100,60,FALSE,284.927,40322.17074,10.60465674
(CH3NH3)PbBr3,DMSO; GBL,1; 1,100,60,FALSE,571.679,80902.61101,11.30100138
CsPbI3,DMSO,1,Unknown,Unknown,FALSE,0.646333,0.220648994,-1.511182101
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.45I2.55,DMF; DMSO,4; 1,100,60,TRUE,9396.75,8038.838411,8.992039876
(CH3NH3)PbBr0.33I2.67,none >> none,1 >> 1,Unknown >> 130.0,Unknown >> 60.0,FALSE,150.149,51.25875648,3.936886462
((NH2)2CH)0.44(CH3NH3)0.56PbBr0.33I2.67,none >> none,1 >> 1,Unknown >> 130.0,Unknown >> 40.0,FALSE,329.527,112.4958824,4.72291662
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 70.0,Unknown >> 30.0,FALSE,6090.48,3898.507872,8.268349162
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 70.0,Unknown >> 30.0,FALSE,6090.48,1299.502624,7.169736873
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 70.0,Unknown >> 30.0,FALSE,340.941,218.2358652,5.385576428
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 70.0,Unknown >> 30.0,FALSE,875.87,186.8810608,5.230472376
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,10,FALSE,262.098,67.10742774,4.206294734
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,10,FALSE,1270.74,325.3595705,5.784930942
(CH3NH3)PbI3,none >> none >> none >> none,1 >> 1 >> 1 >> 1,Unknown >> Unknown >> Unknown >> 120.0,Unknown >> Unknown >> Unknown >> 120.0,FALSE,3520.68,1201.910627,7.091667759
(CH3NH3)PbI3,DMF,1,100,10,FALSE,1229.42,209.853347,5.346408939
(CH3NH3)PbI3,DMF,1,100,10,FALSE,1724.51,294.3617278,5.684809378
(CH3NH3)PbI3,DMF; DMSO,8; 1,100,20,FALSE,115.894,39.56458134,3.677934307
Cs0.05(CH3NH3)0.95PbI3,DMF; DMSO,8; 1,100,20,FALSE,161.592,55.16523571,4.010332967
Cs0.1(CH3NH3)0.9PbI3,DMF; DMSO,8; 1,100,20,FALSE,231.788,79.12916268,4.371081488
Cs0.15(CH3NH3)0.85PbI3,DMF; DMSO,8; 1,100,20,FALSE,277.093,94.59565238,4.549611517
Cs0.2(CH3NH3)0.8PbI3,DMF; DMSO,8; 1,100,20,FALSE,314.517,107.3716795,4.676296456
((NH2)2CH)0.75(CH3NH3)0.25Ge0.05Sn0.95I3,DMF; DMSO,8; 1,65,15,FALSE,21.179,36.23690291,3.590078017
(CH3NH3)PbI3,DMF; DMSO,9; 1,105,15,FALSE,47.3962,16.18039597,2.783800384
(CH3NH3)PbI3,DMF; DMSO,9; 1,105,15,FALSE,87.3658,29.82545516,3.395362229
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 65; 100,Unknown >> 5.0; 60.0,FALSE,26.4159,298.3566362,5.698289537
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 65; 100,Unknown >> 5.0; 60.0,FALSE,57.854,653.4369387,6.482246031
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 150.0,20.0 >> 15.0,FALSE,359.272,61.32520349,4.116190908
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 150.0,20.0 >> 15.0,FALSE,709.814,121.1602574,4.797114111
((NH2)2CH)PbI3,DMF; DMSO,4; 1,100,30,FALSE,372.317,1274.055903,7.149960715
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,30,FALSE,480,1642.543406,7.404001177
CsPbI3,DMF,1,100,10,FALSE,120.119,46.13280402,3.831524281
Cs0.07((NH2)2CH)0.73(CH3NH3)0.20PbBr0.47I2.53,DMF; DMSO,4; 1,100,10,FALSE,287.36,245.8339964,5.504656497
Cs0.07((NH2)2CH)0.73(CH3NH3)0.20PbBr0.47I2.53,DMF; DMSO,4; 1,100,10,FALSE,709.043,606.5801584,6.407836885
(CH3NH3)PbI3,DMF,1,100,10,FALSE,198.484,339.6026931,5.827776385
(CH3NH3)PbI3,DMF,1,100,10,FALSE,686.516,1174.617009,7.068697424
(CH3NH3)PbI3,DMF,1,100,10,FALSE,7.72627,13.21951442,2.581694103
(CH3NH3)PbI3,DMF,1,100,10,FALSE,686.516,1174.617009,7.068697424
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,819.612,552.6167478,6.314664719
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,1318.11,888.7249839,6.789787833
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,1538.24,1037.145852,6.944227847
CsPbI3,Octane,1,Unknown,Unknown,FALSE,1118.25,190.8774099,5.251631389
CsPbI3,Octane,1,Unknown,Unknown,FALSE,1118.25,190.8774099,5.251631389
(CH3NH3)PbI3,DMF; DMSO,9; 1.1,100,90,FALSE,2489.13,2129.429202,7.663609243
CsPbBrI2,DMSO,1,260,10,FALSE,11045.2,3770.675909,8.235009551
CsPbBr3,DMF >> Methanol,1 >> 1,Unknown >> 250.0,Unknown >> 5.0,FALSE,2500,426.7324165,6.056157157
((NH2)2CH)SnI3,DMF; DMSO,4; 1,70,10,FALSE,54.6861,46.78348591,3.845530276
((NH2)2CH)SnI3,DMF; DMSO,4; 1,70,10,FALSE,32.1928,27.54066217,3.315663537
((NH2)2CH)SnI3,DMF; DMSO,4; 1,70,10,FALSE,160.964,137.7033108,4.925101449
((NH2)2CH)SnI3,DMF; DMSO,4; 1,70,10,FALSE,100,85.54913572,4.449090898
((NH2)2CH)0.97(CH3NH3)0.03PbBr0.09I2.91,DMF >> IPA,1 >> 1,Unknown >> 70.0; 150,Unknown >> 1.0; 20.0,FALSE,1479.51,505.083902,6.224724558
((NH2)2CH)0.97(CH3NH3)0.03PbBr0.09I2.91,DMF >> IPA,1 >> 1,Unknown >> 70.0; 150,Unknown >> 1.0; 20.0,FALSE,11045.2,3770.675909,8.235009551
(CH3NH3)PbI3,DMF; DMSO,9; 1,65; 100,1.0; 1.0,FALSE,517.934,154.7134592,5.041574756
((NH2)2CH)0.3(CH3NH3)0.7PbI3,DMF >> DMF; IPA,1 >> 1; 99,Unknown | 100.0,Unknown | 120.0,FALSE,49.7276,16.97630313,2.831818438
((NH2)2CH)0.3(CH3NH3)0.7PbI3,DMF >> DMF; IPA,1 >> 1; 99,Unknown >> 100.0,Unknown >> 120.0,FALSE,346.208,118.1905412,4.772298078
((NH2)2CH)0.3(CH3NH3)0.7PbI3,DMF >> DMF; IPA,1 >> 1; 99,Unknown >> 100.0,Unknown >> 120.0,FALSE,703.294,240.0946785,5.481033339
((NH2)2CH)0.3(CH3NH3)0.7PbI3,DMF >> DMF; IPA,1 >> 1; 99,Unknown >> 100.0,Unknown >> 120.0,FALSE,317.358,54.17077849,3.992141621
((NH2)2CH)0.3(CH3NH3)0.7PbI3,DMF >> DMF; IPA,1 >> 1; 99,Unknown >> 100.0,Unknown >> 120.0,FALSE,695.968,118.7968426,4.777414829
Cs0.16((NH2)2CH)0.8(CH3NH3)0.04PbBr1.5I1.5,DMF; DMSO,3; 1,65; 100,5.0; 10.0,TRUE,2175.17,18783.8782,9.840754238
Cs0.16((NH2)2CH)0.8(CH3NH3)0.04PbBr1.5I1.5,DMF; DMSO,3; 1,65; 100,5.0; 10.0,TRUE,3006.44,28681.9792,10.2640243
(CH3NH3)PbI3,DMF; DMSO,4; 1,120,10,FALSE,161.245,55.0467748,4.008183275
(CH3NH3)PbI3,DMSO,1,100,60,FALSE,51.7106,1743.573516,7.463692031
(C(IC2H4NH3))0.05(CH3NH3)0.95PbI3,DMSO,1,100,60,FALSE,250,8429.478267,9.039490159
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,30,FALSE,1000,1283.237036,7.157141099
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,30,FALSE,218.415,280.2782172,5.635782743
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,30,FALSE,165.651,212.5694982,5.359268985
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,30,FALSE,686.516,234.3669053,5.456887859
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,30,FALSE,426.881,145.7311685,4.981763613
Cs0.05((NH2)2CH)0.8075(CH3NH3)0.1425PbBr0.51I2.49,DMF; DMSO,4; 1,120,5,FALSE,250,2158.897718,7.677353055
Cs0.05((NH2)2CH)0.8075(CH3NH3)0.1425PbBr0.51I2.49,DMF; DMSO,4; 1,120,5,FALSE,250,2158.897718,7.677353055
Cs0.05((NH2)2CH)0.8075(CH3NH3)0.1425PbBr0.51I2.49,DMF; DMSO,4; 1,120,5,FALSE,34.6617,299.3242601,5.701527468
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.48I2.52,DMF; DMSO,4; 1,100,60,FALSE,83.1881,28.39924715,3.346362636
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.48I2.52,DMF; DMSO,4; 1,100,60,FALSE,1183.61,2025.136251,7.613392262
(CH3NH3)PbI3,2-methoxyethanol; acetonitrile,,Unknown,Unknown,FALSE,1762.56,3015.709693,8.011590469
CsPbBrI2,DMF; DMSO,,260,0.25,FALSE,3606.34,31142.87679,10.34634082
CsPbBrI2,DMF; DMSO,,260,0.25,FALSE,2117.9,21222.35789,9.962810522
((NH2)2CH)0.95(CH3NH3)0.05PbBr0.15I2.85,DMF; DMSO >> IPA,9; 1 >> 1,Unknown >> 140.0,Unknown >> 15.0,FALSE,86.9716,237.064209,5.468331029
