Perovskite_composition_long_form,Perovskite_deposition_solvents,Perovskite_deposition_solvents_mixing_ratios,Perovskite_deposition_thermal_annealing_temperature,Perovskite_deposition_thermal_annealing_time,Encapsulation,TS80,TS80m,lnTS80m
((NH2)2CH)0.83(CH3NH3)0.17PbI3,DMF; DMSO >> IPA,nan >> 1,Unknown >> 150.0,Unknown >> 20.0,FALSE,5652.06,964.7668887,6.871886506
((NH2)2CH)0.83(CH3NH3)0.17PbI3,DMF; DMSO >> IPA,nan >> 1,Unknown >> 150.0,Unknown >> 20.0,FALSE,16922.3,2888.517589,7.968498704
((NH2)2CH)0.83(CH3NH3)0.17PbI3,DMF; DMSO >> IPA,nan >> 1,Unknown >> 150.0,Unknown >> 20.0,FALSE,215.563,184.4122834,5.217173922
((NH2)2CH)0.83(CH3NH3)0.17PbI3,DMF; DMSO >> IPA,nan >> 1,Unknown >> 150.0,Unknown >> 20.0,FALSE,425.889,364.3443586,5.898099461
((NH2)2CH)0.83(CH3NH3)0.17PbI3,DMF; DMSO >> IPA,nan >> 1,Unknown >> 150.0,Unknown >> 20.0,FALSE,78.1839,50.04540686,3.912930731
((NH2)2CH)0.83(CH3NH3)0.17PbI3,DMF; DMSO >> IPA,nan >> 1,Unknown >> 150.0,Unknown >> 20.0,FALSE,120,76.81183497,4.341358729
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 70.0,Unknown >> 30.0,FALSE,104.839,44.73819981,3.800827719
(CH3NH3)PbI3,DMF; THF >> IPA,10; 1 >> 1,Unknown >> 70.0,Unknown >> 30.0,FALSE,539.725,230.3181535,5.439461629
((NH2)2CH)0.3(CH3NH3)0.7PbI3,DMF; DMSO,4; 1,100,10,FALSE,28.1011,210.6417943,5.350159033
((NH2)2CH)0.285((NH2)3C)0.05(CH3NH3)0.665PbI3,DMF; DMSO,4; 1,100,10,FALSE,264.738,1984.437881,7.593090969
((NH2)2CH)0.5(CH3NH3)0.5PbSnI3,DMF; DMSO,4; 1,100,Unknown,FALSE,1058.95,180.755317,5.197144277
((NH2)2CH)SnI3,DMSO,1,100,20,FALSE,3176.86,542.2676578,6.295759713
(CH3NH3)PbI3,DMSO,1,100,60,FALSE,310.264,52.95988259,3.969534695
(CH3NH3)PbI3,DMSO,1,100,60,FALSE,186.717,31.87127864,3.461705248
(CH3NH3)PbI3,DMSO,1,100,60,FALSE,1229.94,209.9421073,5.346831813
(CH3NH3)PbI3,DMSO,1,100,60,FALSE,1229.94,209.9421073,5.346831813
((NH2)2CH)PbI3,DMF; DMSO,7; 3,170,15,FALSE,0.730588,1.250023439,0.223162303
Cs0.15((NH2)2CH)0.85PbI3,DMF; DMSO,7; 3,170,15,FALSE,1.66376,2.846664601,1.046147994
Cs0.17((NH2)2CH)0.83PbBr0.3I2.7,DMF; DMSO,4; 1,100,60,FALSE,205.781,79.03208105,4.369853859
Cs0.17((NH2)2CH)0.83PbBr0.3I2.7,DMF; DMSO,4; 1,100,60,FALSE,4373.01,1679.494612,7.426248201
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 100.0,Unknown >> 5.0,FALSE,44.367,17.03955341,2.835537313
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 100.0,Unknown >> 5.0,FALSE,439.37,168.7440796,5.128383246
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 100.0,Unknown >> 5.0,FALSE,677.73,260.2884246,5.561790341
(CH3NH3)PbI3,DMF; DMSO,,100,20,FALSE,3.9523,11.74641197,2.46354783
(CH3NH3)PbI3,Dimethylacetamide; NMP,4; 1,100,2,FALSE,20.7198,35.45121965,3.568157657
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,Unknown >> 70.0,Unknown >> 20.0,FALSE,1482.53,506.1148875,6.226763694
(CH3NH3)PbI3,DMF,1,100,10,FALSE,809.587,345.4770169,5.84492612
(CH3NH3)PbI3,DMF,1,50,30,FALSE,310.349,52.97439149,3.969808617
(CH3NH3)PbI3,DMF,1,50,30,FALSE,540,92.17420196,4.523680286
(CH3NH3)PbI3,DMF,1,50,30,FALSE,1080,184.3484039,5.216827467
(CH3NH3)PbI3,DMF,1,50,30,FALSE,878.144,149.8930045,5.009921736
(CH3NH3)PbI3,DMF,1,50,30,FALSE,733.614,125.22275,4.830094151
(CH3NH3)PbI3,DMF,1,50,30,FALSE,2890.27,493.3487605,6.201216349
(CH3NH3)PbI3,DMF,1,50,30,FALSE,2890.27,493.3487605,6.201216349
(CH3NH3)PbI3,DMF,1,50,30,FALSE,310.349,52.97439149,3.969808617
(CH3NH3)PbI3,DMF,1,50,30,FALSE,540,92.17420196,4.523680286
(CH3NH3)PbI3,DMF,1,50,30,FALSE,1080,184.3484039,5.216827467
(CH3NH3)PbI3,DMF,1,50,30,FALSE,878.144,149.8930045,5.009921736
(CH3NH3)PbI3,DMF,1,50,30,FALSE,733.614,125.22275,4.830094151
(CH3NH3)PbI3,DMF,1,50,30,FALSE,2890.27,493.3487605,6.201216349
Cs0.05((NH2)2CH)0.7885(CH3NH3)0.1615PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,257.155,2220.685371,7.705571153
Cs0.05((NH2)2CH)0.7885(CH3NH3)0.1615PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,156.649,1352.756675,7.209899771
(CH3NH3)PbI3,none >> IPA,1 >> 1,Unknown >> 150.0,Unknown >> Unknown,FALSE,0.346617,0.815451581,-0.204013232
(CH3NH3)PbI3,none >> IPA,1 >> 1,Unknown >> 150.0,Unknown >> Unknown,FALSE,0.655244,1.541527842,0.43277403
(CH3NH3)PbI3,Ethanol; H2O >> Chlorobenzene; Tert-butanol,1; 1 >> 1; 1,Unknown >> Unknown,Unknown >> Unknown,FALSE,988.582,168.7439943,5.12838274
(CH3NH3)PbI3,IPA >> IPA,1 >> 1,Unknown >> Unknown,Unknown >> Unknown,FALSE,2422.44,723.6135725,6.58425751
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 130.0,10.0 >> 1.7,FALSE,1271.63,4683.013777,8.451697151
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 130.0,10.0 >> 1.7,FALSE,1117.73,4116.248428,8.322697452
(CH3NH3)PbI3,DMF >> none,1 >> 1,70.0 >> 150.0,30.0 >> 120.0,FALSE,1605.7,438.5307143,6.083429853
(CH3NH3)PbI3,DMF; DMSO,1; 1,100,1,FALSE,473.319,161.5844485,5.085027907
(CH3NH3)PbI3,DMF; DMSO,1; 1,100,1,FALSE,801.164,273.5061198,5.611323997
(CH3NH3)PbI3,DMF; DMSO,1; 1,100,1,FALSE,473.319,161.5844485,5.085027907
(CH3NH3)PbI3,DMF; DMSO,1; 1,100,1,FALSE,801.164,273.5061198,5.611323997
(CH3NH3)PbI3,DMF,1,90; 100,60.0; 25.0,FALSE,19.9652,6.815838433,1.919249085
(CH3NH3)PbI3,DMF,1,25; 100,3.0; 60.0,FALSE,343.258,58.59172633,4.070593498
((NH2)2CH)0.15(CH3NH3)0.85PbBr0.15I2.85,DMF,1,100,60,FALSE,1048.39,178.9527992,5.18712208
(CH3NH3)PbI3,DMF,1,100,15,FALSE,600.597,205.0353673,5.323182488
(CH3NH3)PbI3,DMF,1,100,15,FALSE,2033.19,694.1024655,6.542619594
(CH3NH3)PbI3,DMF,1,100,2,FALSE,65.351,27.88739015,3.328174621
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,1; 4,125,5,TRUE,1164.85,695.9109575,6.545221717
(CH3NH3)PbI3,DMF; DMSO,1; 4,125,5,TRUE,550,328.5839607,5.794792393
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,1; 4,125,5,FALSE,76.2558,45.55715053,3.818967593
(CH3NH3)PbI3,DMF; DMSO,1; 4,125,5,FALSE,76.2558,45.55715053,3.818967593
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,1; 4,125,5,FALSE,1.74732,1.04389332,0.042957301
(CH3NH3)PbI3,none,1,Unknown,Unknown,FALSE,130.311,342.3454542,5.835820327
(CH3NH3)PbI3,none,1,Unknown,Unknown,FALSE,168,441.3597955,6.089860406
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,30,FALSE,175.341,59.85895091,4.091990977
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,30,FALSE,133.444,45.55590447,3.818940241
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,30,FALSE,115.894,39.56458134,3.677934307
(CH3NH3)PbI3,DMF; DMSO,4; 1,100,30,FALSE,69.7752,23.82027176,3.170536973
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,Unknown,30,FALSE,6264.5,1603.959134,7.38023031
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,Unknown,30,FALSE,154.525,39.56449599,3.67793215
Cs0.05((NH2)2CH)0.81(CH3NH3)0.14PbBr0.45I2.55,DMF; DMSO,4; 1,Unknown,30,FALSE,6264.5,1603.959134,7.38023031
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,6.21594,10.63536589,2.364184853
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,52.2041,89.32031273,4.492228928
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,30,FALSE,100,59.83034424,4.091512961
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,30,FALSE,62.5622,37.43117963,3.622504037
((NH2)2CH)0.85(CH3NH3)0.15PbI3,DMF; DMSO,600; 78,130,15,FALSE,119.268,357.1146012,5.878056742
((NH2)2CH)0.85(CH3NH3)0.15PbI3,DMF; DMSO,600; 78,130,15,FALSE,7952.57,23811.74216,10.07793411
((NH2)2CH)0.85(CH3NH3)0.15PbI3,DMF; DMSO,600; 78,130,15,FALSE,1.37303,4.111153544,1.413703657
(CH3NH3)PbI3,DMF; DMSO,4; 1,60.0; 80.0,1.0; 2.0,FALSE,135.854,46.37864457,3.836839107
(CH3NH3)PbI3,DMF; DMSO,4; 1,60.0; 80.0,1.0; 2.0,FALSE,62.5622,21.35785503,3.061419589
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,TRUE,2610.21,891.0889766,6.792444284
(CH3NH3)PbI3,DMF,1,100,10,FALSE,3176.86,813.4014868,6.701224821
(CH3NH3)PbI3,DMF,1,100,10,FALSE,2872.26,735.4118703,6.60043071
(CH3NH3)PbI3,DMF,1,100,10,FALSE,655.244,167.7683133,5.12258394
(CH3NH3)PbI3,DMF,1,100,30,FALSE,157.259,26.84300523,3.290005274
(CH3NH3)SnI3,DMF >> none,1 >> 1,80.0 >> 100.0,5.0 >> 5.0,FALSE,0.09691,0.165811335,-1.796904674
((NH2)2CH)PbI3,none >> none,1 >> 1,Unknown >> Unknown,7.0 >> 30.0,FALSE,14404.1,2458.67856,7.807379314
(CH3NH3)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,70.0 >> 150.0,1.0 >> 15.0,FALSE,706.786,120.6433991,4.792839079
(CH3NH3)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,70.0 >> 150.0,1.0 >> 15.0,FALSE,775.28,132.3348431,4.885335401
(CH3NH3)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,70.0 >> 150.0,1.0 >> 15.0,FALSE,1482.71,253.0881685,5.53373792
Cs0.05((NH2)2CH)0.95PbBr0.15I2.85,DMF; DMSO >> IPA,9; 1 >> 1,70.0 >> 150.0,1.0 >> 15.0,FALSE,3074.84,2630.499045,7.874928858
Cs0.05((NH2)2CH)0.95PbBr0.15I2.85,DMF; DMSO >> IPA,9; 1 >> 1,70.0 >> 150.0,1.0 >> 15.0,FALSE,2366.05,20432.23978,9.924869314
Cs0.05((NH2)2CH)0.95PbBr0.15I2.85,DMF; DMSO >> IPA,9; 1 >> 1,70.0 >> 150.0,1.0 >> 15.0,FALSE,1000,855.4913572,6.751675991
Cs0.05((NH2)2CH)0.95PbBr0.15I2.85,DMF; DMSO >> IPA,9; 1 >> 1,70.0 >> 150.0,1.0 >> 15.0,FALSE,625.622,5402.615633,8.594638492
Cs0.05((NH2)2CH)0.95PbBr0.15I2.85,DMF; DMSO >> IPA,9; 1 >> 1,70.0 >> 150.0,1.0 >> 15.0,FALSE,1058.95,905.9225728,6.808953842
(CH3NH3)PbI3,DMF; DMSO,9; 1,Unknown,0.12,FALSE,1149.67,196.2405829,5.27934137
(CH3NH3)PbI3,DMF; DMSO,9; 1,Unknown,0.5,FALSE,1228.64,209.7202065,5.345774292
(CH3NH3)PbI3,DMF; DMSO,9; 1,Unknown,1,FALSE,960,163.8652479,5.099044431
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,10,FALSE,1079.45,184.2545228,5.216318078
(CH3NH3)PbI3,none >> none,1 >> 1,Unknown >> 110.0,Unknown >> Unknown,FALSE,88.9629,30.37068263,3.413477756
(CH3NH3)PbI3,DMSO,1,100,120,FALSE,5.88111,5.031238776,1.615666231
(CH3NH3)PbI3,DMSO,1,100,120,FALSE,5.88111,5.031238776,1.615666231
(CH3NH3)PbI3,DMF; HPA,,100,5,FALSE,32.1928,1181.516362,7.074553945
(CH3NH3)PbI3,DMF; HPA,,100,5,FALSE,32.1928,1181.516362,7.074553945
(CH3NH3)PbI3,DMF,1,60.0; 80.0; 100.0,10.0; 10.0; 50.0,FALSE,144,30.72473399,3.425067998
(CH3NH3)PbBr0.1I2.9,DMF,1,60.0; 80.0; 100.0,10.0; 10.0; 50.0,FALSE,1016.59,216.9059536,5.379463866
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,9; 1,100,60,FALSE,14.465,547.0146048,6.304475502
(CH3NH3)PbI3,DMF; DMSO,9; 1,65.0; 100.0,1.0; 2.0,FALSE,50,17.06929666,2.837281333
(CH3NH3)PbI3,DMF; DMSO,9; 1,65.0; 100.0,1.0; 2.0,FALSE,25.8998,8.841827392,2.179493574
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,10,FALSE,83.8352,14.31007899,2.660964114
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,10,FALSE,28.8337,152.2036266,5.025219273
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,10,FALSE,1305.1,222.7713907,5.406146092
(CH3NH3)PbI3,DMF; DMSO,9; 1,100,10,FALSE,3.89213,1.328718432,0.284214893
(CH3NH3)PbI3,DMF,1,100,10,FALSE,31.137,7.972300351,2.075973077
(CH3NH3)PbI3,DMF,1,100,10,FALSE,94.3551,24.1586279,3.184641579
Cs0.05((NH2)2CH)0.84(CH3NH3)0.11PbBr0.2I2.8,DMF; DMSO,4; 1,100,20,FALSE,96.5784,32.97050721,3.495613441
Cs0.05((NH2)2CH)0.84(CH3NH3)0.11PbBr0.2I2.8,DMF; DMSO,4; 1,100,20,FALSE,1305.1,445.5427814,6.099293272
Cs0.05((NH2)2CH)0.85(CH3NH3)0.1PbBr0.66I2.34,DMF; DMSO,4; 1,100,60,FALSE,801.854,205.306257,5.324502801
Cs0.05((NH2)2CH)0.85(CH3NH3)0.1PbBr0.66I2.34,DMF; DMSO,4; 1,100,60,FALSE,561.081,143.6588706,4.967441535
((NH2)2CH)PbBr0.44I2.56,DMF,1,160,60,FALSE,1079.45,322.4454149,5.775933866
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,20,FALSE,600.597,85.94078357,4.453658496
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,20,FALSE,960,137.368572,4.92266762
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,20,FALSE,1318.11,188.6113421,5.239688507
(CH3NH3)PbI3,DMF,1,100,2,FALSE,586.515,200.2279706,5.29945657
(CH3NH3)PbI3,DMF,1,100,2,FALSE,711.616,242.9356922,5.492796767
(C4H9NH3)2Cs0.3((NH2)2CH)1.7Pb1.8Sn1.2I10,DMF,1,150,20,FALSE,294.749,50.31158121,3.918235293
(C4H9NH3)2Cs0.15((NH2)2CH)0.85Pb1.2Sn0.8I7,DMF,1,150,20,FALSE,0.48455,13.23905922,2.583171492
(C4H9NH3)2Cs0.3((NH2)2CH)1.7Pb1.8Sn1.2I10,DMF,1,150,20,FALSE,0.926697,25.31956756,3.231577518
((NH2)2CH)PbI3,DMF; DMSO >> none,nan >> 1,70.0 >> Unknown,15.0 >> Unknown,FALSE,416.591,71.10915364,4.264216072
Cs0.1((NH2)2CH)0.9PbI3,DMF; DMSO >> none,nan >> 1,70.0 >> Unknown,15.0 >> Unknown,FALSE,3132.25,534.6530446,6.281618022
((NH2)2CH)0.9(CH3NH3)0.1PbBr0.1I2.9,DMF; DMSO >> IPA,19; 1 >> 1,70.0 >> 120.0,720.0 >> 15.0,FALSE,899.541,153.5453219,5.03399578
((NH2)2CH)0.9(CH3NH3)0.1PbBr0.1I2.9,DMF; DMSO >> IPA,19; 1 >> 1,70.0 >> 120.0,720.0 >> 15.0,FALSE,4373.01,746.4420498,6.615317985
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,60,FALSE,11807.1,2015.388926,7.608567471
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,100.0 >> 100.0,5.0 >> 5.0,FALSE,2192.57,374.2562778,5.924940797
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,100.0 >> 100.0,5.0 >> 5.0,FALSE,2192.57,935.6406944,6.841231529
(CH3NH3)PbI3,GBL,1,100,15,FALSE,253.062,86.39180702,4.458892845
(CH3NH3)PbI3,DMF; DMSO,9; 1,65.0; 100.0,1.0; 5.0,FALSE,6264.5,1069.306089,6.974765202
(CH3NH3)PbI3,DMF; DMSO,9; 1,65.0; 100.0,1.0; 5.0,FALSE,6264.5,1069.306089,6.974765202
(CH3NH3)PbI3,DMF; DMSO,9; 1,65.0; 100.0,1.0; 5.0,FALSE,6264.5,1069.306089,6.974765202
(CH3NH3)PbI3,DMF; DMSO,9; 1,65.0; 100.0,1.0; 5.0,FALSE,6264.5,1069.306089,6.974765202
(CH3NH3)PbI3,DMF; DMSO,9; 1,65.0; 100.0,1.0; 5.0,FALSE,6264.5,1069.306089,6.974765202
((NH2)2CH)0.4(CH3NH3)0.6PbI3,DMF,1,100,10,FALSE,762.446,130.1441696,4.868642833
((NH2)2CH)0.4(CH3NH3)0.6PbI3,DMF,1,100,10,FALSE,2596.56,443.2145293,6.094053918
((NH2)2CH)0.4(CH3NH3)0.6PbI3,DMF,1,100,10,FALSE,1378.68,235.3309792,5.460992945
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,625.622,535.2142139,6.282667067
(CH3NH3)PbI3,DMF,1,130,10,FALSE,125.138,64.08052936,4.160140564
(CH3NH3)PbI3,DMF,1,130,10,FALSE,870.232,445.6274451,6.099483278
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,60,FALSE,1058.95,180.755317,5.197144277
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,60,FALSE,865.961,443.4403561,6.094563308
(CH3NH3)PbI3,DMF,1,92,Unknown,FALSE,4189.4,715.1011142,6.572423951
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0; Unknown,30.0; 20.0,FALSE,769.118,262.5660662,5.570502731
Cs0.05((NH2)2CH)0.7(CH3NH3)0.25PbI3,DMSO,1,Unknown,Unknown,TRUE,257.542,220.3249551,5.395103525
(CH3NH3)PbI3,DMF; DMSO,7; 3,95,30,FALSE,179.161,45.87228388,3.825861098
(CH3NH3)PbI3,DMF; DMSO,7; 3,95,30,FALSE,659.055,168.7440796,5.128383246
(CH3NH3)PbI3,DMF; DMSO,7; 3,95,30,FALSE,372.317,95.32783986,4.557321897
(CH3NH3)PbI3,DMF; DMSO,7; 3,95,30,FALSE,372.317,95.32783986,4.557321897
(CH3NH3)PbI3,DMF; DMSO,7; 3,95,30,FALSE,659.055,168.7440796,5.128383246
(CH3NH3)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,Unknown,Unknown,FALSE,1626.19,693.9479883,6.542397013
(CH3NH3)PbI3,DMF; DMSO >> IPA,9; 1 >> 1,Unknown,Unknown,FALSE,8700.69,3712.866469,8.21955949
(CH3NH3)PbI3,DMF; GBL,3; 7,70,Unknown,FALSE,125.094,37.36716543,3.620792389
(CH3NH3)PbI3,DMF; GBL,3; 7,70,Unknown,FALSE,258.676,44.15417383,3.78768746
(CH3NH3)PbI3,DMF; GBL,3; 7,70,Unknown,FALSE,275.737,82.36614142,4.411174447
(CH3NH3)PbI3,DMF; GBL,3; 7,70,Unknown,FALSE,32.7217,9.774387078,2.279765401
(CH3NH3)PbI3,DMF; GBL,3; 7,70,Unknown,FALSE,65.669,11.20923642,2.416738119
(CH3NH3)PbI3,DMF; GBL,3; 7,70,Unknown,FALSE,77.3321,23.10007973,3.139836069
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,30,FALSE,170.17,50.83193872,3.928524872
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,30,FALSE,133.726,39.94565339,3.687519865
(CH3NH3)PbI3,DMF; GBL,3; 7,100,15,FALSE,686.516,361.5307922,5.890347217
(CH3NH3)PbI3,DMF; DMSO >> IPA,4; 1 >> 1,25.0 >> 150.0,Unknown >> 20.0,FALSE,5220.41,1559.402722,7.352058156
(CH3NH3)PbI3,DMF; DMSO >> IPA,4; 1 >> 1,25.0 >> 150.0,Unknown >> 20.0,FALSE,815.126,243.4884814,5.495069637
((NH2)2CH)PbI3,DMF; DMSO,4; 1,100,60,FALSE,84.1412,131.9124751,4.882138635
((NH2)2CH)PbI3,DMF; DMSO,4; 1,100,60,FALSE,480,752.5206206,6.623428399
(CH3NH3)PbI3,DMF >> none,1 >> 1,80.0 >> 150.0,60.0 >> 60.0,FALSE,7.05734,6.037493375,1.797988922
(CH3NH3)PbI3,DMF >> none,1 >> 1,80.0 >> 150.0,60.0 >> 60.0,FALSE,7.30588,6.250117197,1.832600215
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,20,FALSE,30.578,24.79238528,3.210536561
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,20,FALSE,49.633,40.24201905,3.6949117
((C6H4(CH2NH3)2))((NH2)2CH)2Pb3I10,DMF; DMSO,9; 1,200; 150,1.0; 9.0,FALSE,1977.16,19812.07664,9.894046962
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,35.897,30.70957325,3.424574438
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,8.69756,7.440687409,2.006963238
(CH3NH3)PbI3,DMSO,1,100,60,FALSE,85.2127,145.7974568,4.982218376
(CH3NH3)PbI3,DMSO,1,100,60,FALSE,139.725,239.0670598,5.476744097
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,1694.32,578.4170143,6.360295087
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,300,102.41578,4.629040802
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,20,17.10982714,2.839652985
Cs0.05((NH2)2CH)0.79(CH3NH3)0.16PbBr0.51I2.49,DMF; DMSO,4; 1,100,60,FALSE,0.218415,10.69863643,2.370116297
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 25.0,30.0 >> Unknown,FALSE,2260.8,385.9026589,5.955585159
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,TRUE,19.382,38.7513443,3.657165447
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,TRUE,775.66,1550.813524,7.346534926
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,Unknown,Unknown,FALSE,720,184.3484039,5.216827467
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMSO; GBL,1; 4,100,60,FALSE,1864.78,795.7620756,6.679300241
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 100.0,15.0 >> 30.0,FALSE,1205.65,205.7959752,5.326885266
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 100.0,15.0 >> 30.0,FALSE,672.141,114.7297413,4.742579287
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,70.0 >> 100.0,15.0 >> 30.0,FALSE,1726.72,294.7389593,5.686090081
(CH3NH3)PbI3,DMF,1,105,45,FALSE,0.693234,0.593055696,-0.522466963
(CH3NH3)PbI3,DMF,1,105,45,FALSE,0.80482,0.688516554,-0.373215917
(CH3NH3)PbI3,DMF,1,105,45,FALSE,3.8783,3.317852131,1.199317625
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,53.0956,347.912362,5.851950615
(CH3NH3)PbI3,DMSO; GBL,3; 7,100,10,FALSE,134.718,882.7484309,6.783040257
(CH3NH3)PbI3,DMF >> Ethanol,1 >> 1,70.0 >> 100.0,10.0 >> 20.0,FALSE,69.7752,23.82027176,3.170536973
(CH3NH3)PbI3,DMF >> Ethanol,1 >> 1,70.0 >> 100.0,10.0 >> 20.0,TRUE,988.582,337.4879886,5.82152992
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,100.0 >> 100.0,10.0 >> 40.0,FALSE,2.92235,6.25011292,1.832599531
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,100.0 >> 100.0,10.0 >> 40.0,TRUE,171,365.7225552,5.901875
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,100.0 >> 100.0,10.0 >> 40.0,TRUE,588,1257.572295,7.136938391
(CH3NH3)PbI3,DMF; DMSO,4; 1,60; 100,1.0; 5.0,FALSE,49.9129,8.519780972,2.142390633
(CH3NH3)PbI3,DMF; DMSO,4; 1,60; 100,1.0; 5.0,FALSE,1065.25,181.8306827,5.203075939
(CH3NH3)PbI3,DMF; DMSO,9; 1,Unknown,10,TRUE,739.754,284.1093108,5.649359061
(CH3NH3)PbI3,DMF,1,90; 120,150.0; 20.0,FALSE,0.29073,3.038539075,1.111376832
(CH3NH3)PbI3,DMF,1,90; 120,150.0; 20.0,FALSE,2.32698,24.32022721,3.191308399
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,Unknown,FALSE,2163.8,554.0181617,6.317197469
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,Unknown,FALSE,2163.8,554.0181617,6.317197469
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,Unknown,FALSE,2163.8,554.0181617,6.317197469
((NH2)2CH)0.85(CH3NH3)0.15PbBr0.45I2.55,DMF; DMSO,4; 1,100,Unknown,FALSE,375.373,96.11029642,4.565496453
(CH3NH3)PbI3,DMF >> IPA,1 >> 1,100.0 >> 100.0,Unknown,FALSE,558.475,95.32775452,4.557321001
(CH3NH3)3Bi2I9,DMF,1,100,30,FALSE,900.895,691.9939806,6.539577257
